"Time","Fase A"
2025-07-01 00:00:00,0.788
2025-07-01 00:15:00,0.790
2025-07-01 00:30:00,0.792
2025-07-01 00:45:00,0.791
2025-07-01 01:00:00,0.801
2025-07-01 01:15:00,0.782
2025-07-01 01:30:00,0.769
2025-07-01 01:45:00,0.807
2025-07-01 02:00:00,0.789
2025-07-01 02:15:00,0.789
2025-07-01 02:30:00,0.800
2025-07-01 02:45:00,0.789
2025-07-01 03:00:00,0.795
2025-07-01 03:15:00,0.821
2025-07-01 03:30:00,0.934
2025-07-01 03:45:00,0.807
2025-07-01 04:00:00,0.786
2025-07-01 04:15:00,0.791
2025-07-01 04:30:00,0.808
2025-07-01 04:45:00,0.750
2025-07-01 05:00:00,0.779
2025-07-01 05:15:00,0.795
2025-07-01 05:30:00,0.804
2025-07-01 05:45:00,0.781
2025-07-01 06:00:00,0.814
2025-07-01 06:15:00,0.809
2025-07-01 06:30:00,0.810
2025-07-01 06:45:00,0.877
2025-07-01 07:00:00,1.32
2025-07-01 07:15:00,2.47
2025-07-01 07:30:00,4.38
2025-07-01 07:45:00,4.14
2025-07-01 08:00:00,4.14
2025-07-01 08:15:00,4.03
2025-07-01 08:30:00,3.71
2025-07-01 08:45:00,3.52
2025-07-01 09:00:00,3.28
2025-07-01 09:15:00,4.17
2025-07-01 09:30:00,4.13
2025-07-01 09:45:00,4.46
2025-07-01 10:00:00,4.43
2025-07-01 10:15:00,4.09
2025-07-01 10:30:00,4.70
2025-07-01 10:45:00,4.41
2025-07-01 11:00:00,4.29
2025-07-01 11:15:00,4.37
2025-07-01 11:30:00,3.96
2025-07-01 11:45:00,4.10
2025-07-01 12:00:00,4.58
2025-07-01 12:15:00,5.13
2025-07-01 12:30:00,5.05
2025-07-01 12:45:00,4.80
2025-07-01 13:00:00,4.64
2025-07-01 13:15:00,4.84
2025-07-01 13:30:00,5.29
2025-07-01 13:45:00,4.97
2025-07-01 14:00:00,4.70
2025-07-01 14:15:00,4.65
2025-07-01 14:30:00,4.61
2025-07-01 14:45:00,4.61
2025-07-01 15:00:00,4.89
2025-07-01 15:15:00,4.55
2025-07-01 15:30:00,4.65
2025-07-01 15:45:00,4.29
2025-07-01 16:00:00,3.95
2025-07-01 16:15:00,3.93
2025-07-01 16:30:00,3.90
2025-07-01 16:45:00,3.99
2025-07-01 17:00:00,4.05
2025-07-01 17:15:00,3.88
2025-07-01 17:30:00,3.71
2025-07-01 17:45:00,4.18
2025-07-01 18:00:00,4.08
2025-07-01 18:15:00,3.76
2025-07-01 18:30:00,3.48
2025-07-01 18:45:00,3.43
2025-07-01 19:00:00,3.27
2025-07-01 19:15:00,3.26
2025-07-01 19:30:00,3.72
2025-07-01 19:45:00,3.56
2025-07-01 20:00:00,3.82
2025-07-01 20:15:00,3.60
2025-07-01 20:30:00,3.59
2025-07-01 20:45:00,2.93
2025-07-01 21:00:00,2.93
2025-07-01 21:15:00,4.09
2025-07-01 21:30:00,3.61
2025-07-01 21:45:00,3.60
2025-07-01 22:00:00,3.60
2025-07-01 22:15:00,2.38
2025-07-01 22:30:00,1.52
2025-07-01 22:45:00,0.752
2025-07-01 23:00:00,0.699
2025-07-01 23:15:00,0.742
2025-07-01 23:30:00,0.740
2025-07-01 23:45:00,0.714
2025-07-02 00:00:00,0.670
2025-07-02 00:15:00,0.741
2025-07-02 00:30:00,0.729
