"Time","Fase B"
2025-07-01 00:00:00,0.699
2025-07-01 00:15:00,0.260
2025-07-01 00:30:00,0.295
2025-07-01 00:45:00,0.260
2025-07-01 01:00:00,0.260
2025-07-01 01:15:00,0.260
2025-07-01 01:30:00,0.260
2025-07-01 01:45:00,0.300
2025-07-01 02:00:00,0.260
2025-07-01 02:15:00,0.260
2025-07-01 02:30:00,0.260
2025-07-01 02:45:00,0.260
2025-07-01 03:00:00,0.289
2025-07-01 03:15:00,0.266
2025-07-01 03:30:00,0.260
2025-07-01 03:45:00,0.260
2025-07-01 04:00:00,0.260
2025-07-01 04:15:00,0.271
2025-07-01 04:30:00,0.277
2025-07-01 04:45:00,0.260
2025-07-01 05:00:00,0.260
2025-07-01 05:15:00,0.260
2025-07-01 05:30:00,0.261
2025-07-01 05:45:00,0.288
2025-07-01 06:00:00,0.260
2025-07-01 06:15:00,0.403
2025-07-01 06:30:00,0.260
2025-07-01 06:45:00,0.336
2025-07-01 07:00:00,0.855
2025-07-01 07:15:00,1.35
2025-07-01 07:30:00,5.01
2025-07-01 07:45:00,3.86
2025-07-01 08:00:00,3.83
2025-07-01 08:15:00,3.90
2025-07-01 08:30:00,3.78
2025-07-01 08:45:00,3.72
2025-07-01 09:00:00,3.19
2025-07-01 09:15:00,4.89
2025-07-01 09:30:00,4.48
2025-07-01 09:45:00,5.45
2025-07-01 10:00:00,5.58
2025-07-01 10:15:00,5.32
2025-07-01 10:30:00,5.63
2025-07-01 10:45:00,4.78
2025-07-01 11:00:00,4.56
2025-07-01 11:15:00,5.37
2025-07-01 11:30:00,5.02
2025-07-01 11:45:00,5.78
2025-07-01 12:00:00,5.69
2025-07-01 12:15:00,6.29
2025-07-01 12:30:00,5.54
2025-07-01 12:45:00,5.50
2025-07-01 13:00:00,5.48
2025-07-01 13:15:00,5.21
2025-07-01 13:30:00,5.43
2025-07-01 13:45:00,5.15
2025-07-01 14:00:00,5.21
2025-07-01 14:15:00,6.12
2025-07-01 14:30:00,5.12
2025-07-01 14:45:00,5.40
2025-07-01 15:00:00,5.25
2025-07-01 15:15:00,4.76
2025-07-01 15:30:00,4.50
2025-07-01 15:45:00,5.64
2025-07-01 16:00:00,4.32
2025-07-01 16:15:00,4.15
2025-07-01 16:30:00,4.38
2025-07-01 16:45:00,4.22
2025-07-01 17:00:00,4.23
2025-07-01 17:15:00,4.01
2025-07-01 17:30:00,3.72
2025-07-01 17:45:00,3.66
2025-07-01 18:00:00,3.09
2025-07-01 18:15:00,3.25
2025-07-01 18:30:00,2.95
2025-07-01 18:45:00,2.44
2025-07-01 19:00:00,2.91
2025-07-01 19:15:00,3.03
2025-07-01 19:30:00,3.19
