"Time","Fase A"
2025-07-01 14:00:00,3.08
2025-07-01 14:15:00,3.05
2025-07-01 14:30:00,3.11
2025-07-01 14:45:00,3.18
2025-07-01 15:15:00,3.23
2025-07-01 15:30:00,3.68
2025-07-01 15:45:00,2.96
2025-07-02 10:45:00,3.39
2025-07-02 11:00:00,3.42
2025-07-02 11:30:00,3.24
2025-07-02 11:45:00,3.33
2025-07-02 12:00:00,3.26
2025-07-02 12:15:00,2.92
2025-07-02 12:45:00,2.83
2025-07-02 13:45:00,2.97
2025-07-02 15:00:00,3.63
2025-07-02 15:30:00,3.71
2025-07-03 09:30:00,4.31
2025-07-03 09:45:00,4.16
2025-07-03 10:00:00,4.52
2025-07-03 11:00:00,3.97
2025-07-03 11:15:00,4.28
2025-07-03 11:30:00,3.74
2025-07-03 12:15:00,3.74
2025-07-03 12:30:00,3.63
2025-07-03 12:45:00,3.84
2025-07-03 13:00:00,3.45
2025-07-03 14:00:00,3.94
2025-07-03 14:30:00,3.75
2025-07-03 14:45:00,3.68
2025-07-03 15:00:00,3.90
2025-07-04 00:15:00,2.82
2025-07-04 03:45:00,2.60
2025-07-04 04:00:00,2.60
2025-07-04 05:15:00,2.78
2025-07-04 06:00:00,2.88
2025-07-04 06:15:00,2.67
2025-07-04 07:15:00,2.60
2025-07-04 07:30:00,2.81
2025-07-04 07:45:00,3.03
2025-07-04 08:00:00,3.26
2025-07-04 08:15:00,3.47
2025-07-04 08:30:00,3.81
2025-07-04 08:45:00,4.10
2025-07-04 09:00:00,4.46
2025-07-04 09:15:00,5.20
2025-07-04 09:30:00,4.22
2025-07-04 09:45:00,4.39
2025-07-04 10:00:00,4.74
2025-07-04 10:15:00,4.79
2025-07-04 10:30:00,4.36
2025-07-04 11:00:00,4.30
2025-07-04 12:30:00,3.65
2025-07-04 18:15:00,2.72
2025-07-04 18:30:00,2.89
2025-07-04 18:45:00,2.60
2025-07-04 19:00:00,2.69
2025-07-04 19:15:00,2.75
2025-07-04 19:30:00,2.82
2025-07-04 19:45:00,2.78
2025-07-04 20:00:00,2.73
2025-07-04 20:15:00,2.83
2025-07-04 21:00:00,2.64
2025-07-04 21:15:00,2.74
2025-07-04 21:30:00,2.68
2025-07-04 21:45:00,2.87
