"Time","Fase A"
2025-07-01 00:15:00,-0.18
2025-07-01 00:30:00,0.170
2025-07-01 01:00:00,-0.10
2025-07-01 01:15:00,-0.14
2025-07-01 01:30:00,0.0500
2025-07-01 01:45:00,-0.10
2025-07-01 02:00:00,-0.18
2025-07-01 02:30:00,0.0550
2025-07-01 02:45:00,0.183
2025-07-01 03:00:00,-0.070
2025-07-01 03:15:00,0.0125
2025-07-01 03:30:00,-0.12
2025-07-01 03:45:00,-0.090
2025-07-01 04:00:00,-0.090
2025-07-01 04:15:00,-0.18
2025-07-01 04:30:00,0.267
2025-07-01 04:45:00,0.460
2025-07-01 05:00:00,0.300
2025-07-01 05:15:00,0.250
2025-07-01 05:45:00,0.647
2025-07-01 06:00:00,0.520
2025-07-01 06:15:00,0.310
2025-07-01 06:30:00,0.277
2025-07-01 06:45:00,0.227
2025-07-01 07:00:00,0.210
2025-07-01 07:15:00,0.108
2025-07-01 07:30:00,-0.15
2025-07-01 07:45:00,-0.26
2025-07-01 08:00:00,0
2025-07-01 08:15:00,-0.25
2025-07-01 08:30:00,-0.24
2025-07-01 08:45:00,-0.010
2025-07-01 09:00:00,0.158
2025-07-01 09:15:00,0.0533
2025-07-01 09:30:00,0.0400
2025-07-01 09:45:00,0.0400
2025-07-01 10:00:00,2.11
2025-07-01 10:30:00,-0.18
2025-07-01 10:45:00,0.360
2025-07-01 11:00:00,0.200
2025-07-01 11:30:00,-0.037
2025-07-01 11:45:00,-0.25
2025-07-01 12:00:00,-0.34
2025-07-01 12:30:00,-0.55
2025-07-01 12:45:00,-0.33
2025-07-01 13:00:00,-0.11
2025-07-01 13:15:00,-0.28
2025-07-01 13:30:00,-0.13
2025-07-01 13:45:00,0.122
2025-07-01 14:00:00,0.385
2025-07-01 14:15:00,0.0350
2025-07-01 14:30:00,0.0130
2025-07-01 14:45:00,-0.012
2025-07-01 15:00:00,-0.0089
2025-07-01 15:15:00,-0.081
2025-07-01 15:30:00,0.197
2025-07-01 15:45:00,-0.052
2025-07-01 16:00:00,-0.043
2025-07-01 16:15:00,-0.022
2025-07-01 16:30:00,-0.027
2025-07-01 16:45:00,-0.18
2025-07-01 17:00:00,0.0936
2025-07-01 17:15:00,0.0663
2025-07-01 17:30:00,-0.018
2025-07-01 17:45:00,0.0654
2025-07-01 18:00:00,0.121
2025-07-01 18:15:00,0.164
2025-07-01 18:30:00,0.0161
2025-07-01 18:45:00,-0.023
2025-07-01 19:00:00,0.0465
2025-07-01 19:15:00,0.214
2025-07-01 19:30:00,0.125
2025-07-01 19:45:00,-0.073
2025-07-01 20:00:00,0.0510
2025-07-01 20:15:00,-0.0064
2025-07-01 20:30:00,-0.00038
2025-07-01 20:45:00,-0.27
2025-07-01 21:00:00,-0.11
2025-07-01 21:15:00,-0.076
2025-07-01 21:30:00,-0.046
2025-07-01 21:45:00,-0.25
2025-07-01 22:00:00,-0.21
2025-07-01 22:15:00,0.111
2025-07-01 22:30:00,0.102
2025-07-01 22:45:00,0.118
2025-07-01 23:00:00,0.0760
2025-07-01 23:15:00,0.0813
2025-07-01 23:30:00,-0.29
2025-07-01 23:45:00,-0.23
2025-07-02 00:00:00,-0.14
2025-07-02 00:15:00,-0.13
2025-07-02 00:30:00,0.0448
2025-07-02 00:45:00,-0.16
2025-07-02 01:00:00,-0.37
2025-07-02 01:15:00,-0.35
2025-07-02 01:30:00,-0.26
2025-07-02 01:45:00,-0.30
2025-07-02 02:00:00,-0.39
2025-07-02 02:15:00,-0.25
2025-07-02 02:30:00,-0.23
2025-07-02 02:45:00,-0.25
2025-07-02 03:00:00,-0.40
2025-07-02 03:15:00,-0.27
2025-07-02 03:30:00,-0.18
2025-07-02 03:45:00,-0.19
2025-07-02 04:00:00,-0.33
2025-07-02 04:15:00,-0.35
2025-07-02 04:30:00,-0.25
2025-07-02 04:45:00,-0.17
2025-07-02 05:00:00,-0.28
2025-07-02 05:15:00,-0.31
2025-07-02 05:30:00,-0.16
2025-07-02 05:45:00,-0.14
2025-07-02 06:00:00,-0.20
2025-07-02 06:15:00,-0.16
2025-07-02 06:30:00,-0.18
2025-07-02 06:45:00,-0.24
2025-07-02 07:00:00,-0.37
2025-07-02 07:15:00,-0.18
2025-07-02 07:30:00,-0.55
2025-07-02 07:45:00,-0.80
2025-07-02 08:00:00,-0.59
2025-07-02 08:15:00,-0.72
2025-07-02 08:30:00,-0.83
2025-07-02 08:45:00,-0.48
2025-07-02 09:00:00,-0.65
2025-07-02 09:15:00,-0.73
2025-07-02 09:30:00,-0.67
2025-07-02 09:45:00,-0.33
2025-07-02 10:00:00,-0.45
2025-07-02 10:15:00,-0.18
2025-07-02 10:30:00,-0.39
2025-07-02 10:45:00,-0.019
2025-07-02 11:00:00,-0.28
2025-07-02 11:15:00,-0.32
2025-07-02 11:30:00,-0.49
2025-07-02 11:45:00,-0.43
2025-07-02 12:00:00,-0.42
2025-07-02 12:15:00,-0.41
2025-07-02 12:30:00,-0.33
2025-07-02 12:45:00,-0.37
2025-07-02 13:00:00,-0.36
2025-07-02 13:15:00,-0.30
2025-07-02 13:30:00,-0.28
2025-07-02 13:45:00,-0.30
2025-07-02 14:00:00,-0.43
2025-07-02 14:15:00,-0.60
2025-07-02 14:30:00,-0.58
2025-07-02 14:45:00,-0.60
2025-07-02 15:00:00,-0.56
2025-07-02 15:15:00,-0.76
2025-07-02 15:30:00,-0.68
2025-07-02 15:45:00,-0.55
2025-07-02 16:00:00,-0.46
2025-07-02 16:15:00,-0.46
2025-07-02 16:30:00,-0.56
2025-07-02 16:45:00,-0.59
2025-07-02 17:00:00,-0.57
2025-07-02 17:15:00,-0.65
2025-07-02 17:30:00,-0.74
2025-07-02 17:45:00,-0.49
2025-07-02 18:00:00,-0.30
2025-07-02 18:15:00,-0.24
2025-07-02 18:30:00,-0.48
2025-07-02 18:45:00,-0.36
2025-07-02 19:00:00,-0.24
2025-07-02 19:15:00,-0.15
2025-07-02 19:30:00,-0.26
2025-07-02 19:45:00,-0.32
2025-07-02 20:00:00,-0.19
2025-07-02 20:15:00,-0.062
2025-07-02 20:30:00,-0.30
2025-07-02 20:45:00,-0.47
2025-07-02 21:00:00,-0.45
2025-07-02 21:15:00,-0.50
2025-07-02 21:30:00,-0.65
2025-07-02 21:45:00,-0.59
2025-07-02 22:00:00,-0.38
2025-07-02 22:15:00,-0.21
2025-07-02 22:30:00,-0.32
2025-07-02 22:45:00,-0.26
2025-07-02 23:00:00,-0.25
2025-07-02 23:15:00,-0.25
2025-07-02 23:30:00,-0.33
2025-07-02 23:45:00,-0.38
2025-07-03 00:00:00,-0.19
2025-07-03 00:15:00,-0.31
2025-07-03 00:30:00,-0.34
2025-07-03 00:45:00,-0.30
2025-07-03 01:00:00,-0.30
2025-07-03 01:15:00,-0.20
2025-07-03 01:30:00,-0.100
2025-07-03 01:45:00,-0.15
2025-07-03 02:00:00,-0.25
2025-07-03 02:15:00,-0.26
2025-07-03 02:30:00,-0.25
2025-07-03 02:45:00,-0.32
2025-07-03 03:00:00,-0.39
2025-07-03 03:15:00,-0.22
2025-07-03 03:30:00,-0.22
2025-07-03 03:45:00,-0.22
2025-07-03 04:00:00,-0.39
2025-07-03 04:15:00,-0.29
2025-07-03 04:30:00,-0.25
2025-07-03 04:45:00,-0.29
2025-07-03 05:00:00,-0.29
2025-07-03 05:15:00,-0.16
2025-07-03 05:30:00,-0.11
2025-07-03 05:45:00,-0.31
2025-07-03 06:00:00,-0.33
2025-07-03 06:15:00,-0.25
2025-07-03 06:30:00,-0.13
2025-07-03 06:45:00,-0.28
2025-07-03 07:00:00,-0.37
2025-07-03 07:15:00,-0.33
2025-07-03 07:30:00,-0.18
2025-07-03 07:45:00,-0.37
2025-07-03 08:00:00,-0.65
2025-07-03 08:15:00,-0.39
