"Time","Fase C"
2025-09-01 00:00:00,0.371
2025-09-01 00:15:00,-0.66
2025-09-01 00:30:00,-0.43
2025-09-01 00:45:00,-0.74
2025-09-01 01:00:00,-0.91
2025-09-01 01:15:00,-0.35
2025-09-01 01:30:00,1.22
2025-09-01 01:45:00,0.614
2025-09-01 02:00:00,0.0767
2025-09-01 02:15:00,-0.35
2025-09-01 02:30:00,-0.077
2025-09-01 02:45:00,-0.24
2025-09-01 03:00:00,0.363
2025-09-01 03:15:00,-0.050
2025-09-01 03:30:00,0.391
2025-09-01 03:45:00,-0.24
2025-09-01 04:00:00,-0.97
2025-09-01 04:15:00,-0.73
2025-09-01 04:30:00,-0.37
2025-09-01 04:45:00,-0.39
2025-09-01 05:00:00,-0.60
2025-09-01 05:15:00,-0.51
2025-09-01 05:30:00,-0.41
2025-09-01 05:45:00,-0.080
2025-09-01 06:00:00,-0.36
2025-09-01 06:15:00,-0.33
2025-09-01 06:30:00,-0.89
2025-09-01 06:45:00,-0.78
2025-09-01 07:00:00,-0.21
2025-09-01 07:15:00,-0.22
2025-09-01 07:30:00,-0.13
2025-09-01 07:45:00,-0.081
2025-09-01 08:00:00,-0.20
2025-09-01 08:15:00,0.133
2025-09-01 08:30:00,-0.20
2025-09-01 08:45:00,0.119
2025-09-01 09:00:00,0.457
2025-09-01 09:15:00,-0.20
2025-09-01 09:30:00,-0.048
2025-09-01 09:45:00,-0.37
2025-09-01 10:00:00,-0.16
2025-09-01 10:15:00,-0.34
2025-09-01 10:30:00,-0.41
2025-09-01 10:45:00,-0.60
2025-09-01 11:00:00,-0.40
2025-09-01 11:15:00,0.195
2025-09-01 11:30:00,0.243
2025-09-01 11:45:00,0.519
2025-09-01 12:00:00,0.228
2025-09-01 12:15:00,0.263
2025-09-01 12:30:00,-0.20
2025-09-01 12:45:00,-0.29
2025-09-01 13:00:00,0.0743
2025-09-01 13:15:00,0.0369
2025-09-01 13:30:00,-0.42
2025-09-01 13:45:00,-0.31
2025-09-01 14:00:00,-0.20
2025-09-01 14:30:00,-0.12
2025-09-01 14:45:00,-0.045
2025-09-01 15:00:00,0.101
2025-09-01 15:15:00,-0.16
2025-09-01 15:30:00,-0.31
2025-09-01 15:45:00,-0.44
2025-09-01 16:30:00,-0.022
2025-09-01 16:45:00,-0.66
2025-09-01 17:00:00,-0.28
2025-09-01 17:15:00,0.613
2025-09-01 17:30:00,0.293
2025-09-01 17:45:00,0.233
2025-09-01 18:00:00,-0.17
2025-09-01 18:15:00,0.348
2025-09-01 18:30:00,-0.14
2025-09-01 18:45:00,-0.24
2025-09-01 19:00:00,0.865
2025-09-01 19:15:00,1.49
2025-09-01 19:30:00,-0.59
2025-09-01 19:45:00,-0.41
2025-09-01 20:00:00,0.340
2025-09-01 20:15:00,0.954
2025-09-01 20:30:00,1.36
2025-09-01 20:45:00,-0.20
2025-09-01 21:00:00,-0.45
2025-09-01 21:30:00,-0.35
2025-09-01 21:45:00,-0.58
2025-09-01 22:00:00,1.10
2025-09-01 22:15:00,-0.17
2025-09-01 22:45:00,0.174
2025-09-01 23:00:00,0.615
2025-09-01 23:15:00,-0.15
2025-09-01 23:30:00,-0.084
2025-09-01 23:45:00,-0.34
2025-09-02 00:00:00,-0.56
2025-09-02 00:15:00,-0.48
2025-09-02 00:30:00,0.0488
2025-09-02 00:45:00,0.0526
2025-09-02 01:00:00,0.250
2025-09-02 01:15:00,-0.10
2025-09-02 01:30:00,0.150
2025-09-02 01:45:00,-0.073
2025-09-02 02:00:00,-0.0088
2025-09-02 02:15:00,-0.40
2025-09-02 02:30:00,-0.64
2025-09-02 02:45:00,-0.29
