"Time","Fase A"
2025-09-30 13:00:00,0.430
2025-09-30 13:15:00,0.275
2025-09-30 13:30:00,0.188
2025-09-30 13:45:00,0.276
2025-09-30 14:00:00,0.510
2025-09-30 14:15:00,0.418
2025-09-30 14:30:00,0.671
2025-09-30 14:45:00,0.767
2025-09-30 15:00:00,0.883
2025-09-30 15:15:00,0.918
2025-09-30 15:30:00,1.12
2025-09-30 15:45:00,0.923
2025-09-30 16:00:00,0.834
2025-09-30 16:15:00,0.866
2025-09-30 16:30:00,0.707
2025-09-30 16:45:00,0.880
2025-09-30 17:00:00,1.02
2025-09-30 17:15:00,0.932
2025-09-30 17:30:00,1.02
2025-09-30 17:45:00,0.953
2025-09-30 18:00:00,1.08
2025-09-30 18:15:00,1.10
2025-09-30 18:30:00,1.48
2025-09-30 18:45:00,1.61
2025-09-30 19:00:00,1.61
2025-09-30 19:15:00,1.57
2025-09-30 19:30:00,1.66
2025-09-30 19:45:00,1.92
2025-09-30 20:00:00,1.54
2025-09-30 20:15:00,1.54
2025-09-30 20:30:00,1.50
2025-09-30 20:45:00,1.53
2025-09-30 21:00:00,1.49
2025-09-30 21:15:00,1.67
2025-09-30 21:30:00,1.63
2025-09-30 21:45:00,1.69
2025-09-30 22:00:00,1.65
2025-09-30 22:15:00,1.61
2025-09-30 22:30:00,1.70
2025-09-30 22:45:00,1.61
2025-09-30 23:00:00,1.77
2025-09-30 23:15:00,1.66
2025-09-30 23:30:00,1.60
2025-09-30 23:45:00,1.48

