"Time","Fase A"
2025-09-30 13:00:00,4.51
2025-09-30 13:15:00,5.30
2025-09-30 13:30:00,6.25
2025-09-30 13:45:00,5.77
2025-09-30 14:00:00,4.83
2025-09-30 14:15:00,5.52
2025-09-30 14:30:00,8.13
2025-09-30 14:45:00,8.55
2025-09-30 15:00:00,7.77
2025-09-30 15:15:00,5.72
2025-09-30 15:30:00,6.37
2025-09-30 15:45:00,5.60
2025-09-30 16:00:00,5.46
2025-09-30 16:15:00,5.14
2025-09-30 16:30:00,5.34
2025-09-30 16:45:00,4.84
2025-09-30 17:00:00,4.78
2025-09-30 17:15:00,4.64
2025-09-30 17:30:00,4.76
2025-09-30 17:45:00,4.29
2025-09-30 18:00:00,3.72
2025-09-30 18:15:00,4.41
2025-09-30 18:30:00,3.47
2025-09-30 18:45:00,4.23
2025-09-30 19:00:00,3.77
2025-09-30 19:15:00,3.22
2025-09-30 19:30:00,3.40
2025-09-30 19:45:00,3.72
2025-09-30 20:00:00,3.21
2025-09-30 20:15:00,2.89
2025-09-30 20:30:00,3.31
2025-09-30 20:45:00,2.92
2025-09-30 21:00:00,3.16
2025-09-30 21:15:00,3.22
2025-09-30 21:30:00,3.19
2025-09-30 21:45:00,3.30
2025-09-30 22:00:00,3.04
2025-09-30 22:15:00,3.32
2025-09-30 22:30:00,3.04
2025-09-30 22:45:00,3.26
2025-09-30 23:00:00,3.21
2025-09-30 23:15:00,3.29
2025-09-30 23:30:00,3.11
2025-09-30 23:45:00,3.09

