"Time","Fase A"
2025-05-01 00:00:00,1.88
2025-05-01 00:15:00,1.52
2025-05-01 00:30:00,1.32
2025-05-01 00:45:00,1.40
2025-05-01 01:00:00,0.0600
2025-05-01 01:15:00,-0.043
2025-05-01 01:30:00,-0.00088
2025-05-01 01:45:00,0.731
2025-05-01 02:00:00,1.73
2025-05-01 02:15:00,1.70
2025-05-01 02:30:00,1.89
2025-05-01 02:45:00,0.280
2025-05-01 03:00:00,-0.064
2025-05-01 03:15:00,-0.15
2025-05-01 03:30:00,-0.100
2025-05-01 03:45:00,-0.060
2025-05-01 04:00:00,0.0302
2025-05-01 04:15:00,-0.019
2025-05-01 04:30:00,-0.11
2025-05-01 04:45:00,1.53
2025-05-01 05:00:00,1.83
2025-05-01 05:15:00,0.0600
2025-05-01 05:30:00,0.00173
2025-05-01 05:45:00,-0.11
2025-05-01 06:00:00,-0.15
2025-05-01 06:15:00,-0.072
2025-05-01 06:30:00,0.0591
2025-05-01 06:45:00,-0.13
2025-05-01 07:00:00,-0.034
2025-05-01 07:15:00,0.0749
2025-05-01 07:30:00,0.173
2025-05-01 07:45:00,1.45
2025-05-01 08:00:00,2.02
2025-05-01 08:15:00,0.734
2025-05-01 08:30:00,0.0437
2025-05-01 08:45:00,0.857
2025-05-01 09:00:00,0.218
2025-05-01 09:15:00,0.122
2025-05-01 09:30:00,0.0611
2025-05-01 09:45:00,0.0586
2025-05-01 10:00:00,0.221
2025-05-01 10:15:00,0.218
2025-05-01 10:30:00,0.142
2025-05-01 10:45:00,0.0661
2025-05-01 11:00:00,1.96
2025-05-01 11:15:00,1.52
2025-05-01 11:30:00,1.08
2025-05-01 11:45:00,0.199
2025-05-01 12:00:00,0.0580
2025-05-01 12:15:00,0.0758
2025-05-01 12:30:00,2.11
2025-05-01 12:45:00,2.00
2025-05-01 13:00:00,0.245
2025-05-01 13:15:00,0.155
2025-05-01 13:30:00,0.0562
2025-05-01 13:45:00,0.0463
2025-05-01 14:00:00,0.306
2025-05-01 14:15:00,0.328
2025-05-01 14:30:00,0.259
2025-05-01 14:45:00,0.218
2025-05-01 15:00:00,0.102
2025-05-01 15:15:00,0.0865
2025-05-01 15:30:00,0.0587
2025-05-01 15:45:00,0.00714
2025-05-01 16:00:00,0.0322
2025-05-01 16:15:00,0.0190
2025-05-01 16:30:00,0.0327
2025-05-01 16:45:00,-0.016
2025-05-01 17:00:00,-0.17
2025-05-01 17:15:00,0.0824
2025-05-01 17:30:00,0.139
2025-05-01 17:45:00,0.239
2025-05-01 18:00:00,1.84
2025-05-01 18:15:00,1.94
2025-05-01 18:30:00,1.88
2025-05-01 18:45:00,1.83
2025-05-01 19:00:00,1.13
2025-05-01 19:15:00,1.28
2025-05-01 19:30:00,1.48
2025-05-01 19:45:00,1.73
2025-05-01 20:00:00,0.252
2025-05-01 20:15:00,0.0308
2025-05-01 20:30:00,0.00574
2025-05-01 20:45:00,-0.15
2025-05-01 21:00:00,-0.12
2025-05-01 21:15:00,0.164
2025-05-01 21:30:00,1.97
2025-05-01 21:45:00,1.96
2025-05-01 22:00:00,0.512
2025-05-01 22:15:00,-0.023
2025-05-01 22:30:00,-0.15
2025-05-01 22:45:00,-0.12
2025-05-01 23:00:00,-0.00022
2025-05-01 23:15:00,0.0306
2025-05-01 23:30:00,0.0294
2025-05-01 23:45:00,-0.12
2025-05-02 00:00:00,-0.11
2025-05-02 00:15:00,-0.013
2025-05-02 00:30:00,0.195
2025-05-02 00:45:00,1.97
2025-05-02 01:00:00,1.47
2025-05-02 01:15:00,0.00240
2025-05-02 01:30:00,-0.13
2025-05-02 01:45:00,-0.16
2025-05-02 02:00:00,-0.066
2025-05-02 02:15:00,0.0250
2025-05-02 02:30:00,0.0400
2025-05-02 02:45:00,-0.13
2025-05-02 03:00:00,-0.14
