"Time","Fase A"
2025-03-01 03:00:00,0.500
2025-03-01 08:45:00,0.230
2025-03-01 09:15:00,-0.18
2025-03-01 10:15:00,0
2025-03-01 12:15:00,0.310
2025-03-01 14:00:00,0.260
2025-03-01 15:45:00,0.140
2025-03-01 16:00:00,0
2025-03-01 16:45:00,0.0700
2025-03-01 18:15:00,-0.028
2025-03-01 18:30:00,0.146
2025-03-03 06:00:00,0.466
2025-03-03 06:15:00,0.391
2025-03-03 06:30:00,0.134
2025-03-03 06:45:00,0.112
2025-03-03 07:00:00,0.136
2025-03-03 07:15:00,0.0350
2025-03-03 07:45:00,0.210
2025-03-03 08:00:00,0.200
2025-03-03 08:15:00,0.0600
2025-03-03 08:30:00,0.255
2025-03-03 08:45:00,0.679
2025-03-03 09:00:00,0.369
2025-03-03 09:15:00,0.316
2025-03-03 09:30:00,0.153
2025-03-03 09:45:00,-0.22
2025-03-03 10:00:00,0.505
2025-03-03 10:15:00,-0.18
2025-03-03 10:30:00,0.0405
2025-03-03 10:45:00,-0.28
2025-03-03 11:00:00,-0.11
2025-03-03 11:15:00,0.0527
2025-03-03 11:30:00,0.0900
2025-03-03 11:45:00,0.168
2025-03-03 12:00:00,0.145
2025-03-03 12:15:00,0.0760
2025-03-03 12:30:00,0.100
2025-03-03 12:45:00,-0.14
2025-03-03 13:00:00,-0.073
2025-03-03 13:15:00,0.0257
2025-03-03 13:30:00,0.0470
2025-03-03 13:45:00,0.0400
2025-03-03 14:00:00,0.0843
2025-03-03 14:15:00,0.214
2025-03-03 14:30:00,0.108
2025-03-03 14:45:00,0.0930
2025-03-03 15:00:00,0.275
2025-03-03 15:15:00,0.100
2025-03-03 15:30:00,0.140
2025-03-03 15:45:00,0.320
2025-03-03 16:00:00,0.210
2025-03-03 16:15:00,0.110
2025-03-03 16:45:00,-0.12
2025-03-04 02:45:00,0.420
2025-03-04 18:00:00,-0.12
2025-03-05 07:45:00,0.930
2025-03-05 08:15:00,0.750
2025-03-05 08:45:00,0.720
2025-03-05 09:00:00,0.740
2025-03-05 10:45:00,0.760
2025-03-05 12:45:00,0.212
2025-03-05 13:00:00,0.246
2025-03-05 18:15:00,0.464
2025-03-05 18:30:00,0.493
2025-03-05 18:45:00,0.502
2025-03-06 06:00:00,0.830
2025-03-06 06:30:00,0.710
2025-03-06 06:45:00,0.830
2025-03-06 07:15:00,7.04
2025-03-06 07:45:00,2.73
2025-03-06 08:00:00,3.39
2025-03-06 08:15:00,2.90
2025-03-06 08:30:00,3.12
