"Time","Fase C"
2025-06-01 17:30:00,1.23
2025-06-01 17:45:00,1.21
2025-06-01 18:00:00,0.693
2025-06-01 18:15:00,0.672
2025-06-01 18:30:00,0.582
2025-06-01 18:45:00,0.548
2025-06-01 19:00:00,0.557
2025-06-01 19:15:00,0.588
2025-06-01 19:30:00,0.574
2025-06-01 19:45:00,0.577
2025-06-01 20:00:00,0.592
2025-06-01 20:15:00,0.655
2025-06-01 20:30:00,0.794
2025-06-01 20:45:00,0.679
2025-06-01 21:00:00,0.556
2025-06-01 21:15:00,0.613
2025-06-01 21:30:00,0.646
2025-06-01 21:45:00,0.588
2025-06-01 22:00:00,0.715
2025-06-01 22:15:00,0.439
2025-06-01 22:30:00,0.464
2025-06-01 22:45:00,0.760
2025-06-01 23:00:00,0.720
2025-06-01 23:15:00,0.714
2025-06-01 23:30:00,0.646
2025-06-01 23:45:00,0.651
2025-06-02 00:00:00,0.652
2025-06-02 00:15:00,0.668
2025-06-02 00:30:00,0.583
2025-06-02 00:45:00,0.664
2025-06-02 01:00:00,0.649
2025-06-02 01:15:00,0.893
2025-06-02 01:30:00,0.674
2025-06-02 01:45:00,0.608
2025-06-02 02:00:00,0.593
2025-06-02 02:15:00,0.655
2025-06-02 02:30:00,0.550
2025-06-02 02:45:00,0.608
2025-06-02 03:00:00,0.538
2025-06-02 03:15:00,0.611
2025-06-02 03:30:00,0.593
2025-06-02 03:45:00,0.614
2025-06-02 04:00:00,0.698
2025-06-02 04:15:00,0.723
2025-06-02 04:30:00,0.510
2025-06-02 04:45:00,0.665
2025-06-02 05:00:00,0.520
2025-06-02 05:15:00,0.651
2025-06-02 05:30:00,0.496
2025-06-02 05:45:00,0.648
2025-06-02 06:00:00,0.496
2025-06-02 06:15:00,0.659
2025-06-02 06:30:00,0.462
2025-06-02 06:45:00,0.495
2025-06-02 07:00:00,0.500
2025-06-02 07:15:00,0.650
2025-06-02 07:30:00,0.425
2025-06-02 07:45:00,0.458
2025-06-02 08:00:00,0.485
2025-06-02 08:15:00,0.585
2025-06-02 08:30:00,0.0596
2025-06-02 08:45:00,0.435
2025-06-02 09:00:00,0.194
2025-06-02 09:15:00,0.187
2025-06-02 09:30:00,-0.12
2025-06-02 09:45:00,0.274
2025-06-02 10:00:00,0.0880
2025-06-02 10:15:00,0.228
2025-06-02 10:30:00,0.364
2025-06-02 10:45:00,0.599
2025-06-02 11:00:00,0.538
