"Time","Fase A"
2025-06-01 00:00:00,9.56
2025-06-01 00:15:00,10.0
2025-06-01 00:30:00,9.33
2025-06-01 00:45:00,9.07
2025-06-01 01:00:00,9.73
2025-06-01 01:15:00,9.94
2025-06-01 01:30:00,10.0
2025-06-01 01:45:00,9.25
2025-06-01 02:00:00,9.56
2025-06-01 02:15:00,9.81
2025-06-01 02:30:00,9.84
2025-06-01 02:45:00,9.41
2025-06-01 03:00:00,9.10
2025-06-01 03:15:00,10.1
2025-06-01 03:30:00,10.3
2025-06-01 03:45:00,9.84
2025-06-01 04:00:00,8.81
2025-06-01 04:15:00,9.28
2025-06-01 04:30:00,9.38
2025-06-01 04:45:00,10.2
2025-06-01 05:00:00,9.97
2025-06-01 05:15:00,10.0
2025-06-01 05:30:00,9.21
2025-06-01 05:45:00,10.0
2025-06-01 06:00:00,9.92
2025-06-01 06:15:00,9.94
2025-06-01 06:30:00,9.66
2025-06-01 06:45:00,11.0
2025-06-01 07:00:00,9.21
2025-06-01 07:15:00,8.86
2025-06-01 07:30:00,8.77
2025-06-01 07:45:00,9.20
2025-06-01 17:30:00,6.16

