"Time","Fase C"
2025-06-01 00:00:00,0.0225
2025-06-01 00:15:00,0.0563
2025-06-01 00:30:00,0.179
2025-06-01 00:45:00,-0.099
2025-06-01 01:00:00,-0.19
2025-06-01 01:15:00,-0.13
2025-06-01 01:30:00,0.0960
2025-06-01 01:45:00,0.0374
2025-06-01 02:00:00,-0.17
2025-06-01 02:15:00,-0.19
2025-06-01 02:30:00,-0.062
2025-06-01 02:45:00,0.236
2025-06-01 03:00:00,0.00825
2025-06-01 03:15:00,0.0594
2025-06-01 03:30:00,0.0152
2025-06-01 03:45:00,0.217
2025-06-01 04:00:00,0.179
2025-06-01 04:15:00,-0.14
2025-06-01 04:30:00,-0.12
2025-06-01 04:45:00,0.0829
2025-06-01 05:00:00,0.0633
2025-06-01 05:15:00,0.0443
2025-06-01 05:30:00,-0.12
2025-06-01 05:45:00,-0.17
2025-06-01 06:00:00,0.144
2025-06-01 06:15:00,0.0352
2025-06-01 06:30:00,0.134
2025-06-01 06:45:00,0.161
2025-06-01 07:00:00,-0.43
2025-06-01 07:15:00,-0.69
2025-06-01 07:30:00,-0.56
2025-06-01 07:45:00,-0.57
2025-06-01 17:30:00,0.290
2025-06-01 17:45:00,0.435
2025-06-01 18:00:00,0.350
2025-06-01 18:15:00,0.166
2025-06-01 18:30:00,0.0875
2025-06-01 18:45:00,0.191
2025-06-01 19:00:00,0.0907
2025-06-01 19:15:00,0.0540
2025-06-01 19:30:00,0.0371
2025-06-01 19:45:00,0.114
2025-06-01 20:00:00,0.264
2025-06-01 20:15:00,0.183
2025-06-01 20:30:00,0.00717
2025-06-01 20:45:00,0.194
2025-06-01 21:00:00,0.201
2025-06-01 21:15:00,0.176
2025-06-01 21:30:00,0.201
2025-06-01 21:45:00,-0.046
2025-06-01 22:00:00,-0.13
2025-06-01 22:15:00,-0.00070
2025-06-01 22:30:00,-0.16
2025-06-01 22:45:00,0.151
2025-06-01 23:00:00,0.0784
2025-06-01 23:15:00,0.186
2025-06-01 23:30:00,0.133
2025-06-01 23:45:00,0.129
2025-06-02 00:00:00,0.100
2025-06-02 00:15:00,0.326
2025-06-02 00:30:00,0.139
2025-06-02 00:45:00,-0.0029
2025-06-02 01:00:00,-0.16
2025-06-02 01:15:00,-0.076
2025-06-02 01:30:00,-0.023
2025-06-02 01:45:00,-0.077
2025-06-02 02:00:00,-0.12
2025-06-02 02:15:00,0.0954
2025-06-02 02:30:00,0.269
2025-06-02 02:45:00,0.168
2025-06-02 03:00:00,0.277
2025-06-02 03:15:00,0.0483
2025-06-02 03:30:00,-0.057
2025-06-02 03:45:00,-0.12
2025-06-02 04:00:00,-0.11
2025-06-02 04:15:00,-0.11
2025-06-02 04:30:00,-0.0029
2025-06-02 04:45:00,0.0823
2025-06-02 05:00:00,0.0605
2025-06-02 05:15:00,0.298
2025-06-02 05:30:00,0.259
2025-06-02 05:45:00,0.302
2025-06-02 06:00:00,0.227
2025-06-02 06:15:00,0.0566
2025-06-02 06:30:00,0.111
2025-06-02 06:45:00,-0.16
2025-06-02 07:00:00,-0.41
2025-06-02 07:15:00,-0.81
2025-06-02 07:30:00,-0.98
2025-06-02 07:45:00,-0.94
2025-06-02 08:00:00,-0.96
2025-06-02 08:15:00,-1.1
2025-06-02 08:30:00,-0.91
2025-06-02 08:45:00,-0.76
2025-06-02 09:00:00,-1.2
2025-06-02 09:15:00,-1.4
2025-06-02 09:30:00,-1.2
2025-06-02 09:45:00,-1.6
2025-06-02 10:00:00,-1.3
2025-06-02 10:15:00,-1.5
2025-06-02 10:30:00,-0.47
2025-06-02 10:45:00,0.161
2025-06-02 11:00:00,-0.17
2025-06-02 11:15:00,-0.29
2025-06-02 11:30:00,-1.2
2025-06-02 11:45:00,-1.2
2025-06-02 12:00:00,-1.4
2025-06-02 12:15:00,-1.4
2025-06-02 12:30:00,-1.3
2025-06-02 12:45:00,-1.6
2025-06-02 13:00:00,-1.2
2025-06-02 13:15:00,-1.5
2025-06-02 13:30:00,-1.8
2025-06-02 13:45:00,0.473
2025-06-02 14:00:00,0.724
2025-06-02 14:15:00,-0.58
2025-06-02 14:30:00,-0.34
2025-06-02 14:45:00,-0.35
2025-06-02 15:00:00,-0.081
2025-06-02 15:15:00,-0.17
2025-06-02 15:30:00,0.0378
2025-06-02 15:45:00,0.318
2025-06-02 16:00:00,-0.086
2025-06-02 16:15:00,0.155
2025-06-02 16:30:00,-0.083
2025-06-02 16:45:00,-0.28
2025-06-02 17:00:00,0.215
2025-06-02 17:15:00,0.405
2025-06-02 17:30:00,0.886
2025-06-02 17:45:00,1.12
2025-06-02 18:00:00,1.01
2025-06-02 18:15:00,0.380
2025-06-02 18:30:00,0.00700
2025-06-02 18:45:00,-0.18
2025-06-02 19:00:00,-0.26
2025-06-02 19:15:00,-0.048
2025-06-02 19:30:00,0.0584
2025-06-02 19:45:00,0.300
2025-06-02 20:00:00,0.331
2025-06-02 20:15:00,0.0886
2025-06-02 20:30:00,0.177
2025-06-02 20:45:00,0.295
2025-06-02 21:00:00,-0.18
2025-06-02 21:15:00,-0.11
2025-06-02 21:30:00,0.0593
2025-06-02 21:45:00,-0.078
2025-06-02 22:00:00,-0.12
2025-06-02 22:15:00,-0.13
2025-06-02 22:30:00,-0.19
2025-06-02 22:45:00,-0.23
2025-06-02 23:00:00,-0.18
2025-06-02 23:15:00,-0.089
2025-06-02 23:30:00,-0.013
2025-06-02 23:45:00,0.115
2025-06-03 00:00:00,-0.12
2025-06-03 00:15:00,-0.011
2025-06-03 00:30:00,0.0297
2025-06-03 00:45:00,0.188
2025-06-03 01:00:00,0.0870
2025-06-03 01:15:00,0.117
2025-06-03 01:30:00,0.0632
2025-06-03 01:45:00,0.231
2025-06-03 02:00:00,0.215
2025-06-03 02:15:00,0.0598
2025-06-03 02:30:00,-0.14
2025-06-03 02:45:00,-0.078
2025-06-03 03:00:00,-0.020
2025-06-03 03:15:00,-0.16
2025-06-03 03:30:00,-0.19
2025-06-03 03:45:00,-0.18
2025-06-03 04:00:00,-0.061
2025-06-03 04:15:00,0.204
2025-06-03 04:30:00,0.104
2025-06-03 04:45:00,0.0475
2025-06-03 05:00:00,0.121
2025-06-03 05:15:00,0.224
2025-06-03 05:30:00,0.136
2025-06-03 05:45:00,-0.15
2025-06-03 06:00:00,-0.15
2025-06-03 06:15:00,-0.11
2025-06-03 06:30:00,-0.23
2025-06-03 06:45:00,-0.037
2025-06-03 07:00:00,-0.35
2025-06-03 07:15:00,-0.086
2025-06-03 07:30:00,-0.33
2025-06-03 07:45:00,-0.55
2025-06-03 08:00:00,-0.84
2025-06-03 08:15:00,-1.1
2025-06-03 08:30:00,-1.1
2025-06-03 08:45:00,-1.4
2025-06-03 09:00:00,-1.5
2025-06-03 09:15:00,-1.7
2025-06-03 09:30:00,-1.9
2025-06-03 09:45:00,-2.1
2025-06-03 10:00:00,-1.6
2025-06-03 10:15:00,-1.2
2025-06-03 10:30:00,-1.1
2025-06-03 10:45:00,-1.2
2025-06-03 11:00:00,-1.5
2025-06-03 11:15:00,-1.5
2025-06-03 11:30:00,-1.3
2025-06-03 11:45:00,-1.3
2025-06-03 12:00:00,-1.3
2025-06-03 12:15:00,-1.5
2025-06-03 12:30:00,-1.3
2025-06-03 12:45:00,-1.2
2025-06-03 13:00:00,-1.3
2025-06-03 13:15:00,-1.1
2025-06-03 13:30:00,-1.3
2025-06-03 13:45:00,-1.2
2025-06-03 14:00:00,-1.1
2025-06-03 14:15:00,-0.50
2025-06-03 14:30:00,-0.54
2025-06-03 14:45:00,-1.0
2025-06-03 15:00:00,-1.2
2025-06-03 15:15:00,-1.3
2025-06-03 15:30:00,-1.4
2025-06-03 15:45:00,-1.1
2025-06-03 16:00:00,-1.6
2025-06-03 16:15:00,-1.6
2025-06-03 16:30:00,-1.6
2025-06-03 16:45:00,-1.4
2025-06-03 17:00:00,-1.1
2025-06-03 17:15:00,-1.4
2025-06-03 17:30:00,-1.4
2025-06-03 17:45:00,-1.0
2025-06-03 18:00:00,0.818
2025-06-03 18:15:00,0.900
2025-06-03 18:30:00,0.837
2025-06-03 18:45:00,-0.28
2025-06-03 19:00:00,0.707
2025-06-03 19:15:00,1.06
2025-06-03 19:30:00,1.17
2025-06-03 19:45:00,0.973
2025-06-03 20:00:00,0.933
2025-06-03 20:15:00,1.19
2025-06-03 20:30:00,1.23
2025-06-03 20:45:00,1.31
2025-06-03 21:00:00,1.36
2025-06-03 21:15:00,1.56
2025-06-03 21:30:00,0.334
2025-06-03 21:45:00,-0.28
2025-06-03 22:00:00,-0.28
2025-06-03 22:15:00,-0.15
2025-06-03 22:30:00,-0.30
2025-06-03 22:45:00,-0.26
2025-06-03 23:00:00,-0.36
2025-06-03 23:15:00,-0.20
2025-06-03 23:30:00,-0.26
2025-06-03 23:45:00,-0.073
2025-06-04 00:00:00,-0.045
2025-06-04 00:15:00,0.0603
2025-06-04 00:30:00,-0.033
2025-06-04 00:45:00,0.0379
2025-06-04 01:00:00,0.108
2025-06-04 01:15:00,-0.012
2025-06-04 01:30:00,-0.23
2025-06-04 01:45:00,-0.25
2025-06-04 02:00:00,-0.28
2025-06-04 02:15:00,-0.14
2025-06-04 02:30:00,-0.20
2025-06-04 02:45:00,0.00857
2025-06-04 03:00:00,0.0948
2025-06-04 03:15:00,0.113
2025-06-04 03:30:00,0.113
2025-06-04 03:45:00,0.00421
2025-06-04 04:00:00,-0.011
2025-06-04 04:15:00,-0.039
2025-06-04 04:30:00,-0.22
2025-06-04 04:45:00,-0.011
2025-06-04 05:00:00,-0.13
2025-06-04 05:15:00,-0.26
2025-06-04 05:30:00,-0.26
2025-06-04 05:45:00,-0.10
2025-06-04 06:00:00,0.0557
2025-06-04 06:15:00,0.158
2025-06-04 06:30:00,0.0168
2025-06-04 06:45:00,0.126
2025-06-04 07:00:00,-0.0016
2025-06-04 07:15:00,-0.46
2025-06-04 07:30:00,-1.0
2025-06-04 07:45:00,-1.2
2025-06-04 08:00:00,-1.3
2025-06-04 08:15:00,-0.76
2025-06-04 08:30:00,-1.1
2025-06-04 08:45:00,-0.94
2025-06-04 09:00:00,-0.95
2025-06-04 09:15:00,-0.98
2025-06-04 09:30:00,-1.3
2025-06-04 09:45:00,-1.4
2025-06-04 10:00:00,-1.1
2025-06-04 10:15:00,-0.42
2025-06-04 10:30:00,-0.50
2025-06-04 10:45:00,-0.46
2025-06-04 11:00:00,-0.81
2025-06-04 11:15:00,-0.70
2025-06-04 11:30:00,-1.2
2025-06-04 11:45:00,-1.3
2025-06-04 12:00:00,-0.81
2025-06-04 12:15:00,-1.2
2025-06-04 12:30:00,-0.68
2025-06-04 12:45:00,-1.1
2025-06-04 13:00:00,-0.98
2025-06-04 13:15:00,-0.97
2025-06-04 13:30:00,-0.82
2025-06-04 13:45:00,-0.72
2025-06-04 14:00:00,-0.91
2025-06-04 14:15:00,-0.98
2025-06-04 14:30:00,-0.97
2025-06-04 14:45:00,-1.0
2025-06-04 15:00:00,-1.0
2025-06-04 15:15:00,-0.65
2025-06-04 15:30:00,-0.63
2025-06-04 15:45:00,-0.81
2025-06-04 16:00:00,-0.92
2025-06-04 16:15:00,-0.63
2025-06-04 16:30:00,-0.28
2025-06-04 16:45:00,-0.39
2025-06-04 17:00:00,-0.30
2025-06-04 17:15:00,-0.57
2025-06-04 17:30:00,-0.34
2025-06-04 17:45:00,-0.65
2025-06-04 18:00:00,-0.75
2025-06-04 18:15:00,-0.31
2025-06-04 18:30:00,-0.38
2025-06-04 18:45:00,-0.38
2025-06-04 19:00:00,0.725
2025-06-04 19:15:00,0.978
2025-06-04 19:30:00,0.876
2025-06-04 19:45:00,1.01
2025-06-04 20:00:00,0.912
2025-06-04 20:15:00,0.892
2025-06-04 20:30:00,1.10
2025-06-04 20:45:00,1.34
2025-06-04 21:00:00,1.05
2025-06-04 21:15:00,1.13
2025-06-04 21:30:00,0.403
2025-06-04 21:45:00,-0.094
2025-06-04 22:00:00,0.0359
2025-06-04 22:15:00,-0.061
2025-06-04 22:30:00,-0.068
2025-06-04 22:45:00,0.206
2025-06-04 23:00:00,-0.0047
2025-06-04 23:15:00,-0.15
2025-06-04 23:30:00,-0.038
2025-06-04 23:45:00,0.00897
2025-06-05 00:00:00,0.170
2025-06-05 00:15:00,0.143
2025-06-05 00:30:00,0.0712
2025-06-05 00:45:00,0.197
2025-06-05 01:00:00,0.0100
2025-06-05 01:15:00,-0.039
2025-06-05 01:30:00,-0.016
2025-06-05 01:45:00,-0.042
2025-06-05 02:00:00,0.0600
2025-06-05 02:15:00,0.192
2025-06-05 02:30:00,0.0764
2025-06-05 02:45:00,0.119
2025-06-05 03:00:00,0.286
2025-06-05 03:15:00,0.403
2025-06-05 03:30:00,0.0959
2025-06-05 03:45:00,0.112
2025-06-05 04:00:00,0.122
2025-06-05 04:15:00,0.155
2025-06-05 04:30:00,-0.12
2025-06-05 04:45:00,-0.12
2025-06-05 05:00:00,-0.17
2025-06-05 05:15:00,-0.033
2025-06-05 05:30:00,-0.12
2025-06-05 05:45:00,0.0356
2025-06-05 06:00:00,0.0988
2025-06-05 06:15:00,0.214
2025-06-05 06:30:00,-0.099
2025-06-05 06:45:00,-0.29
2025-06-05 07:00:00,-0.39
2025-06-05 07:15:00,-0.38
2025-06-05 07:30:00,-0.71
2025-06-05 07:45:00,-0.58
2025-06-05 08:00:00,-0.50
2025-06-05 08:15:00,-0.49
2025-06-05 08:30:00,-0.89
2025-06-05 08:45:00,-1.1
2025-06-05 09:00:00,-1.6
2025-06-05 09:15:00,-1.5
2025-06-05 09:30:00,-1.5
2025-06-05 09:45:00,-1.4
2025-06-05 10:00:00,-1.4
2025-06-05 10:15:00,-1.6
2025-06-05 10:30:00,-1.6
2025-06-05 10:45:00,-1.5
2025-06-05 11:00:00,-1.7
2025-06-05 11:15:00,-1.7
2025-06-05 11:30:00,-0.90
2025-06-05 11:45:00,-0.68
2025-06-05 12:00:00,-1.3
2025-06-05 12:15:00,-1.2
