"Time","Fase C"
2025-06-01 00:00:00,7.56
2025-06-01 00:15:00,8.30
2025-06-01 00:30:00,7.50
2025-06-01 00:45:00,7.05
2025-06-01 01:00:00,7.69
2025-06-01 01:15:00,7.86
2025-06-01 01:30:00,7.93
2025-06-01 01:45:00,7.39
2025-06-01 02:00:00,7.61
2025-06-01 02:15:00,7.96
2025-06-01 02:30:00,8.12
2025-06-01 02:45:00,7.38
2025-06-01 03:00:00,7.18
2025-06-01 03:15:00,7.60
2025-06-01 03:30:00,8.61
2025-06-01 03:45:00,8.02
2025-06-01 04:00:00,7.07
2025-06-01 04:15:00,7.58
2025-06-01 04:30:00,7.55
2025-06-01 04:45:00,8.17
2025-06-01 05:00:00,7.82
2025-06-01 05:15:00,7.94
2025-06-01 05:30:00,7.36
2025-06-01 05:45:00,8.31
2025-06-01 06:00:00,7.80
2025-06-01 06:15:00,7.89
2025-06-01 06:30:00,7.56
2025-06-01 06:45:00,8.74
2025-06-01 07:00:00,7.05
2025-06-01 07:15:00,7.14
2025-06-01 07:30:00,7.41
2025-06-01 07:45:00,7.98
2025-06-01 17:30:00,5.06

