"Time","Fase B"
2025-02-01 00:00:00,-0.96
2025-02-01 00:15:00,-1.1
2025-02-01 00:30:00,-1.2
2025-02-01 00:45:00,-0.78
2025-02-01 01:00:00,-0.37
2025-02-01 01:15:00,-0.71
2025-02-01 01:30:00,-1.0
2025-02-01 01:45:00,-1.3
2025-02-01 02:00:00,-1.4
2025-02-01 02:15:00,-1.0
2025-02-01 02:30:00,-1.1
2025-02-01 02:45:00,-0.39
2025-02-01 03:00:00,-0.78
2025-02-01 03:15:00,-0.67
2025-02-01 03:30:00,-0.99
2025-02-01 03:45:00,-1.1
2025-02-01 04:00:00,-0.88
2025-02-01 04:15:00,-1.1
2025-02-01 04:30:00,-1.0
2025-02-01 04:45:00,-0.75
2025-02-01 05:00:00,-1.3
2025-02-01 05:15:00,-0.87
2025-02-01 05:30:00,-1.4
2025-02-01 05:45:00,-0.89
2025-02-01 06:00:00,-1.0
2025-02-01 06:15:00,-0.72
2025-02-01 06:30:00,-1.1
2025-02-01 06:45:00,-1.2
2025-02-01 07:00:00,-1.7
2025-02-01 07:15:00,-1.7
2025-02-01 07:30:00,-1.8
2025-02-01 07:45:00,-1.1
2025-02-01 08:00:00,-0.89
2025-02-01 08:15:00,-0.89
2025-02-01 08:30:00,-0.78
2025-02-01 08:45:00,-1.2
2025-02-01 09:00:00,-1.7
2025-02-01 09:15:00,-1.4
2025-02-01 09:30:00,-1.2
2025-02-01 09:45:00,-1.1
2025-02-01 10:00:00,-0.82
2025-02-01 10:15:00,-1.3
2025-02-01 10:30:00,-1.4
2025-02-01 10:45:00,-1.2
2025-02-01 11:00:00,-1.1
2025-02-01 11:15:00,-1.1
2025-02-01 11:30:00,-0.96
2025-02-01 11:45:00,-1.4
2025-02-01 12:00:00,-1.2
2025-02-01 12:15:00,-1.3
2025-02-01 12:30:00,-0.76
2025-02-01 12:45:00,-1.0
2025-02-01 13:00:00,-0.39
2025-02-01 13:15:00,-0.76
2025-02-01 13:30:00,-0.59
2025-02-01 13:45:00,-0.64
2025-02-01 14:00:00,-0.74
2025-02-01 14:15:00,-0.93
2025-02-01 14:30:00,-0.51
2025-02-01 14:45:00,-0.97
2025-02-01 15:00:00,-0.86
2025-02-01 15:15:00,-1.2
2025-02-01 15:30:00,-1.1
2025-02-01 15:45:00,-1.3
2025-02-01 16:00:00,-0.69
2025-02-01 16:15:00,-0.65
2025-02-01 16:30:00,-0.98
2025-02-01 16:45:00,-1.4
2025-02-01 17:00:00,-1.4
2025-02-01 17:15:00,-1.4
2025-02-01 17:30:00,-1.1
2025-02-01 17:45:00,-1.2
2025-02-01 18:00:00,-1.2
2025-02-01 18:15:00,-1.1
2025-02-01 18:30:00,-1.1
2025-02-01 18:45:00,-1.1
2025-02-01 19:00:00,-0.99
2025-02-01 19:15:00,-1.1
2025-02-01 19:30:00,-0.94
2025-02-01 19:45:00,-0.86
2025-02-01 20:00:00,-0.67
2025-02-01 20:15:00,-0.88
2025-02-01 20:30:00,-0.99
2025-02-01 20:45:00,-1.1
2025-02-01 21:00:00,-1.1
2025-02-01 21:15:00,-0.54
2025-02-01 21:30:00,-0.87
2025-02-01 21:45:00,-0.44
2025-02-01 22:00:00,-0.47
2025-02-01 22:15:00,-0.48
2025-02-01 22:30:00,-1.1
2025-02-01 22:45:00,-0.81
2025-02-01 23:00:00,-0.86
2025-02-01 23:15:00,-0.75
2025-02-01 23:30:00,-0.97
2025-02-01 23:45:00,-0.64
2025-02-02 00:00:00,-1.0
2025-02-02 00:15:00,-0.58
2025-02-02 00:30:00,-1.2
2025-02-02 00:45:00,-0.61
2025-02-02 01:00:00,-1.0
2025-02-02 01:15:00,-1.0
2025-02-02 01:30:00,-1.4
2025-02-02 01:45:00,-1.2
2025-02-02 02:00:00,-0.72
2025-02-02 02:15:00,-0.57
2025-02-02 02:30:00,-0.63
2025-02-02 02:45:00,-0.69
2025-02-02 03:00:00,-1.2
2025-02-02 03:15:00,-1.2
2025-02-02 03:30:00,-1.1
2025-02-02 03:45:00,-0.82
2025-02-02 04:00:00,-0.91
2025-02-02 04:15:00,-1.1
2025-02-02 04:30:00,-0.68
2025-02-02 04:45:00,-0.73
2025-02-02 05:00:00,-0.77
2025-02-02 05:15:00,-0.74
2025-02-02 05:30:00,-0.91
2025-02-02 05:45:00,-1.1
2025-02-02 06:00:00,-1.2
2025-02-02 06:15:00,-1.2
2025-02-02 06:30:00,-1.1
2025-02-02 06:45:00,-1.2
2025-02-02 07:00:00,-0.96
2025-02-02 07:15:00,-1.5
2025-02-02 07:30:00,-1.1
2025-02-02 07:45:00,-1.5
2025-02-02 08:00:00,-0.92
2025-02-02 08:15:00,-1.3
2025-02-02 08:30:00,-0.85
2025-02-02 08:45:00,-1.5
2025-02-02 09:00:00,-1.5
2025-02-02 09:15:00,-1.6
2025-02-02 09:30:00,-0.95
2025-02-02 09:45:00,-0.85
2025-02-02 10:00:00,-0.55
2025-02-02 10:15:00,-1.1
2025-02-02 10:30:00,-1.3
2025-02-02 10:45:00,-1.4
2025-02-02 11:00:00,-1.2
2025-02-02 11:15:00,-1.4
2025-02-02 11:30:00,-1.1
2025-02-02 11:45:00,-1.0
2025-02-02 12:00:00,-1.0
2025-02-02 12:15:00,-1.0
2025-02-02 12:30:00,-1.1
2025-02-02 12:45:00,-1.1
2025-02-02 13:00:00,-1.2
2025-02-02 13:15:00,-1.0
2025-02-02 13:30:00,-1.2
2025-02-02 13:45:00,-1.1
2025-02-02 14:00:00,-1.3
2025-02-02 14:15:00,-1.1
2025-02-02 14:30:00,-1.3
2025-02-02 14:45:00,-1.1
2025-02-02 15:00:00,-1.0
2025-02-02 15:15:00,-0.79
2025-02-02 15:30:00,-1.1
2025-02-02 15:45:00,-0.95
2025-02-02 16:00:00,-0.99
2025-02-02 16:15:00,-1.1
2025-02-02 16:30:00,-1.4
2025-02-02 16:45:00,-0.89
2025-02-02 17:00:00,-1.3
2025-02-02 17:15:00,-1.0
2025-02-02 17:30:00,-1.2
2025-02-02 17:45:00,-0.87
2025-02-02 18:00:00,-0.91
2025-02-02 18:15:00,-0.58
2025-02-02 18:30:00,-0.88
2025-02-02 18:45:00,-1.1
2025-02-02 19:00:00,-0.97
2025-02-02 19:15:00,-0.94
2025-02-02 19:30:00,-0.88
2025-02-02 19:45:00,-0.85
2025-02-02 20:00:00,-0.78
2025-02-02 20:15:00,-1.0
2025-02-02 20:30:00,-1.1
2025-02-02 20:45:00,-0.85
2025-02-02 21:00:00,-0.94
2025-02-02 21:15:00,-0.36
2025-02-02 21:30:00,-0.35
2025-02-02 21:45:00,-0.49
2025-02-02 22:00:00,-0.97
2025-02-02 22:15:00,-1.1
2025-02-02 22:30:00,-0.97
2025-02-02 22:45:00,-0.88
2025-02-02 23:00:00,-0.67
2025-02-02 23:15:00,-0.73
2025-02-02 23:30:00,-0.56
2025-02-02 23:45:00,-0.63
2025-02-03 00:00:00,-0.67
2025-02-03 00:15:00,-0.78
2025-02-03 00:30:00,-0.66
2025-02-03 00:45:00,-0.94
2025-02-03 01:00:00,-0.75
2025-02-03 01:15:00,-0.83
2025-02-03 01:30:00,-0.85
2025-02-03 01:45:00,-0.90
2025-02-03 02:00:00,-0.90
2025-02-03 02:15:00,-0.71
2025-02-03 02:30:00,-0.67
2025-02-03 02:45:00,-0.86
2025-02-03 03:00:00,-0.88
2025-02-03 03:15:00,-1.1
2025-02-03 03:30:00,-0.84
2025-02-03 03:45:00,-0.53
2025-02-03 04:00:00,-0.63
2025-02-03 04:15:00,-1.0
2025-02-03 04:30:00,-0.96
2025-02-03 04:45:00,-0.95
2025-02-03 05:00:00,-1.1
2025-02-03 05:15:00,-0.87
2025-02-03 05:30:00,-0.74
2025-02-03 05:45:00,-0.66
2025-02-03 06:00:00,-0.92
2025-02-03 06:15:00,-1.0
2025-02-03 06:30:00,-1.3
2025-02-03 06:45:00,-1.3
2025-02-03 07:00:00,-1.4
2025-02-03 07:15:00,-1.4
2025-02-03 07:30:00,-1.4
2025-02-03 07:45:00,-1.2
2025-02-03 08:00:00,-1.7
2025-02-03 08:15:00,-1.3
2025-02-03 08:30:00,-1.4
2025-02-03 08:45:00,-0.36
2025-02-03 09:00:00,-0.44
2025-02-03 09:15:00,-0.48
2025-02-03 09:30:00,-0.61
2025-02-03 09:45:00,-0.23
2025-02-03 10:00:00,-0.57
2025-02-03 10:15:00,-0.11
2025-02-03 10:30:00,-0.016
2025-02-03 10:45:00,0.229
2025-02-03 11:00:00,0.813
2025-02-03 11:15:00,0.812
2025-02-03 11:30:00,0.887
2025-02-03 11:45:00,0.363
2025-02-03 12:00:00,0.0364
2025-02-03 12:15:00,0.0140
2025-02-03 12:30:00,0.0776
2025-02-03 12:45:00,-0.32
2025-02-03 13:00:00,0.521
2025-02-03 13:15:00,0.135
2025-02-03 13:30:00,-0.080
2025-02-03 13:45:00,-0.18
2025-02-03 14:00:00,-0.31
2025-02-03 14:15:00,0.194
2025-02-03 14:30:00,-0.062
2025-02-03 14:45:00,-0.12
2025-02-03 15:00:00,-0.37
2025-02-03 15:15:00,-0.40
2025-02-03 15:30:00,-0.38
2025-02-03 15:45:00,-0.12
2025-02-03 16:00:00,-0.33
2025-02-03 16:15:00,-0.39
2025-02-03 16:30:00,-0.40
2025-02-03 16:45:00,-0.66
2025-02-03 17:00:00,-1.0
2025-02-03 17:15:00,-0.98
2025-02-03 17:30:00,-0.81
2025-02-03 17:45:00,-0.87
2025-02-03 18:00:00,-1.2
2025-02-03 18:15:00,-0.85
2025-02-03 18:30:00,-1.1
2025-02-03 18:45:00,-0.99
2025-02-03 19:00:00,-1.1
2025-02-03 19:15:00,-0.90
2025-02-03 19:30:00,-1.1
2025-02-03 19:45:00,-0.77
2025-02-03 20:00:00,-1.0
2025-02-03 20:15:00,-0.78
2025-02-03 20:30:00,-1.1
2025-02-03 20:45:00,-0.73
2025-02-03 21:00:00,-0.85
2025-02-03 21:15:00,-0.62
2025-02-03 21:30:00,-0.58
2025-02-03 21:45:00,-0.74
2025-02-03 22:00:00,-0.57
2025-02-03 22:15:00,-0.67
2025-02-03 22:30:00,-0.69
2025-02-03 22:45:00,-0.71
2025-02-03 23:00:00,-0.23
2025-02-03 23:15:00,-0.81
2025-02-03 23:30:00,-0.63
2025-02-03 23:45:00,-0.63
2025-02-04 00:00:00,-0.56
2025-02-04 00:15:00,-0.71
2025-02-04 00:30:00,-0.68
2025-02-04 00:45:00,-0.70
2025-02-04 01:00:00,-0.72
2025-02-04 01:15:00,-0.57
2025-02-04 01:30:00,-0.80
2025-02-04 01:45:00,-0.81
2025-02-04 02:00:00,-0.88
2025-02-04 02:15:00,-0.92
2025-02-04 02:30:00,-0.85
2025-02-04 02:45:00,-0.71
2025-02-04 03:00:00,-0.61
2025-02-04 03:15:00,-0.62
2025-02-04 03:30:00,-0.58
2025-02-04 03:45:00,-0.86
2025-02-04 04:00:00,-0.81
2025-02-04 04:15:00,-1.0
2025-02-04 04:30:00,-0.82
2025-02-04 04:45:00,-0.66
2025-02-04 05:00:00,-0.70
2025-02-04 05:15:00,-0.68
2025-02-04 05:30:00,-0.88
2025-02-04 05:45:00,-0.54
2025-02-04 06:00:00,-0.95
2025-02-04 06:15:00,-0.98
2025-02-04 06:30:00,-0.54
2025-02-04 06:45:00,-0.98
2025-02-04 07:00:00,-1.00
2025-02-04 07:15:00,-1.2
2025-02-04 07:30:00,-1.2
2025-02-04 07:45:00,-1.3
2025-02-04 08:00:00,-1.0
2025-02-04 08:15:00,-0.010
2025-02-04 08:30:00,0.245
2025-02-04 08:45:00,0.0158
2025-02-04 09:00:00,0.133
2025-02-04 09:15:00,0.190
2025-02-04 09:30:00,1.47
2025-02-04 09:45:00,1.96
2025-02-04 10:00:00,1.75
2025-02-04 10:15:00,1.64
2025-02-04 10:30:00,1.95
2025-02-04 10:45:00,1.75
2025-02-04 11:00:00,1.69
2025-02-04 11:15:00,1.22
2025-02-04 11:30:00,0.979
2025-02-04 11:45:00,1.09
2025-02-04 12:00:00,0.747
2025-02-04 12:15:00,0.387
2025-02-04 12:30:00,0.305
2025-02-04 12:45:00,0.840
2025-02-04 13:00:00,0.257
2025-02-04 13:15:00,0.588
2025-02-04 13:30:00,0.0111
2025-02-04 13:45:00,-0.075
2025-02-04 14:00:00,-0.044
2025-02-04 14:15:00,-0.24
2025-02-04 14:30:00,-0.26
2025-02-04 14:45:00,-0.46
2025-02-04 15:00:00,-0.43
2025-02-04 15:15:00,-0.72
2025-02-04 15:30:00,-0.39
2025-02-04 15:45:00,-0.37
2025-02-04 16:00:00,-0.40
2025-02-04 16:15:00,-0.50
2025-02-04 16:30:00,-0.51
2025-02-04 16:45:00,-0.65
2025-02-04 17:00:00,-0.40
2025-02-04 17:15:00,-0.34
2025-02-04 17:30:00,-0.22
2025-02-04 17:45:00,-0.34
2025-02-04 18:00:00,-0.14
2025-02-04 18:15:00,-0.17
2025-02-04 18:30:00,-0.091
2025-02-04 18:45:00,-0.13
2025-02-04 19:00:00,-0.053
2025-02-04 19:15:00,-0.22
2025-02-04 19:30:00,-0.12
2025-02-04 19:45:00,0.100
2025-02-04 20:00:00,-0.068
2025-02-04 20:15:00,0.0433
2025-02-04 20:30:00,-0.38
2025-02-04 20:45:00,-0.21
2025-02-04 21:00:00,-0.29
2025-02-04 21:15:00,0.179
2025-02-04 21:30:00,0.0791
2025-02-04 21:45:00,0.494
2025-02-04 22:00:00,-0.17
2025-02-04 22:15:00,0.287
2025-02-04 22:30:00,-0.28
2025-02-04 22:45:00,-0.16
2025-02-04 23:00:00,-0.28
2025-02-04 23:15:00,0.389
2025-02-04 23:30:00,0.0123
2025-02-04 23:45:00,-0.033
2025-02-05 00:00:00,0.0522
2025-02-05 00:15:00,0.114
2025-02-05 00:30:00,0.0986
2025-02-05 00:45:00,0.381
2025-02-05 01:00:00,0.125
2025-02-05 01:15:00,0.305
2025-02-05 01:30:00,0.165
2025-02-05 01:45:00,0.666
2025-02-05 02:00:00,-0.060
2025-02-05 02:15:00,0.0682
2025-02-05 02:30:00,-0.55
2025-02-05 02:45:00,-0.027
2025-02-05 03:00:00,-0.084
2025-02-05 03:15:00,0.0149
2025-02-05 03:30:00,0.129
2025-02-05 03:45:00,0.418
2025-02-05 04:00:00,0.128
2025-02-05 04:15:00,-0.0026
2025-02-05 04:30:00,-0.24
2025-02-05 04:45:00,0.00275
2025-02-05 05:00:00,-0.11
2025-02-05 05:15:00,0.263
2025-02-05 05:30:00,-0.065
2025-02-05 05:45:00,0.136
2025-02-05 06:00:00,-0.25
2025-02-05 06:15:00,-0.36
2025-02-05 06:30:00,-0.56
2025-02-05 06:45:00,-0.26
2025-02-05 07:00:00,-0.20
2025-02-05 07:15:00,-0.15
2025-02-05 07:30:00,-0.14
2025-02-05 07:45:00,-0.16
2025-02-05 08:00:00,-0.57
2025-02-05 08:15:00,-0.22
2025-02-05 08:30:00,0.634
2025-02-05 08:45:00,1.86
2025-02-05 09:00:00,1.77
2025-02-05 09:15:00,1.53
2025-02-05 09:30:00,1.67
2025-02-05 09:45:00,1.22
2025-02-05 10:00:00,0.953
2025-02-05 10:15:00,1.08
2025-02-05 10:30:00,0.630
2025-02-05 10:45:00,0.836
2025-02-05 11:00:00,1.09
2025-02-05 11:15:00,0.291
2025-02-05 11:30:00,-0.18
2025-02-05 11:45:00,0.0732
2025-02-05 12:00:00,0.482
2025-02-05 12:15:00,0.654
2025-02-05 12:30:00,0.727
2025-02-05 12:45:00,0.389
2025-02-05 13:00:00,-0.11
2025-02-05 13:15:00,0.181
2025-02-05 13:30:00,0.301
2025-02-05 13:45:00,0.766
2025-02-05 14:00:00,0.851
2025-02-05 14:15:00,0.973
2025-02-05 14:30:00,0.904
2025-02-05 14:45:00,0.835
2025-02-05 15:00:00,1.11
2025-02-05 15:15:00,0.684
2025-02-05 15:30:00,0.166
2025-02-05 15:45:00,-0.16
2025-02-05 16:00:00,-0.32
2025-02-05 16:15:00,-0.077
2025-02-05 16:30:00,-0.29
2025-02-05 16:45:00,-0.12
2025-02-05 17:00:00,0.221
2025-02-05 17:15:00,0.163
2025-02-05 17:30:00,-0.18
2025-02-05 17:45:00,-0.078
2025-02-05 18:00:00,-0.17
2025-02-05 18:15:00,-0.26
2025-02-05 18:30:00,-0.33
2025-02-05 18:45:00,-0.35
2025-02-05 19:00:00,0.00406
2025-02-05 19:15:00,-0.22
2025-02-05 19:30:00,-0.20
2025-02-05 19:45:00,-0.21
2025-02-05 20:00:00,0.111
2025-02-05 20:15:00,-0.13
2025-02-05 20:30:00,0.0497
2025-02-05 20:45:00,0.174
2025-02-05 21:00:00,0.392
2025-02-05 21:15:00,0.0842
2025-02-05 21:30:00,0.250
2025-02-05 21:45:00,0.653
2025-02-05 22:00:00,0.0493
2025-02-05 22:15:00,0.260
2025-02-05 22:30:00,0.258
2025-02-05 22:45:00,0.169
2025-02-05 23:00:00,0.350
2025-02-05 23:15:00,0.0246
2025-02-05 23:30:00,0.261
2025-02-05 23:45:00,-0.0033
2025-02-06 00:00:00,0.194
2025-02-06 00:15:00,0.113
2025-02-06 00:30:00,0.303
2025-02-06 00:45:00,0.180
2025-02-06 01:00:00,0.284
2025-02-06 01:15:00,0.0589
2025-02-06 01:30:00,-0.36
2025-02-06 01:45:00,0.00241
2025-02-06 02:00:00,-0.013
2025-02-06 02:15:00,0.552
2025-02-06 02:30:00,0.354
2025-02-06 02:45:00,0.342
2025-02-06 03:00:00,0.276
2025-02-06 03:15:00,-0.20
2025-02-06 03:30:00,-0.14
2025-02-06 03:45:00,-0.11
2025-02-06 04:00:00,0.213
2025-02-06 04:15:00,0.434
2025-02-06 04:30:00,0.686
2025-02-06 04:45:00,0.0515
2025-02-06 05:00:00,0.304
2025-02-06 05:15:00,0.0844
2025-02-06 05:30:00,-0.27
2025-02-06 05:45:00,-0.23
2025-02-06 06:00:00,0.0321
2025-02-06 06:15:00,-0.026
2025-02-06 06:30:00,-0.14
2025-02-06 06:45:00,0.147
2025-02-06 07:00:00,-0.49
2025-02-06 07:15:00,-0.38
2025-02-06 07:30:00,-0.68
2025-02-06 07:45:00,-0.66
2025-02-06 08:00:00,-0.38
2025-02-06 08:15:00,-0.12
2025-02-06 08:30:00,-0.66
2025-02-06 08:45:00,-1.1
2025-02-06 09:00:00,-1.1
2025-02-06 09:15:00,-0.60
2025-02-06 09:30:00,-0.33
2025-02-06 09:45:00,-0.24
2025-02-06 10:00:00,-0.42
2025-02-06 10:15:00,-0.47
2025-02-06 10:30:00,-0.52
2025-02-06 10:45:00,-0.11
2025-02-06 11:00:00,-0.47
2025-02-06 11:15:00,0.143
2025-02-06 11:30:00,0.721
2025-02-06 11:45:00,1.14
2025-02-06 12:00:00,0.318
2025-02-06 12:15:00,0.0856
2025-02-06 12:30:00,0.303
2025-02-06 12:45:00,0.562
2025-02-06 13:00:00,0.298
2025-02-06 13:15:00,0.170
2025-02-06 13:30:00,0.133
2025-02-06 13:45:00,0.117
2025-02-06 14:00:00,0.184
2025-02-06 14:15:00,0.143
2025-02-06 14:30:00,-0.24
2025-02-06 14:45:00,-0.19
2025-02-06 15:00:00,-0.025
2025-02-06 15:15:00,0.326
2025-02-06 15:30:00,0.399
2025-02-06 15:45:00,0.692
2025-02-06 16:00:00,0.968
2025-02-06 16:15:00,0.398
2025-02-06 16:30:00,0.211
2025-02-06 16:45:00,0.0361
2025-02-06 17:00:00,-0.33
2025-02-06 17:15:00,-0.036
2025-02-06 17:30:00,0.0214
2025-02-06 17:45:00,0.0145
2025-02-06 18:00:00,0.0130
2025-02-06 18:15:00,0.0308
2025-02-06 18:30:00,-0.047
2025-02-06 18:45:00,-0.039
2025-02-06 19:00:00,0.470
2025-02-06 19:15:00,0.0826
2025-02-06 19:30:00,-0.22
2025-02-06 19:45:00,0.0654
2025-02-06 20:00:00,-0.18
2025-02-06 20:15:00,0.118
2025-02-06 20:30:00,0.166
2025-02-06 20:45:00,-0.18
2025-02-06 21:00:00,0.120
2025-02-06 21:15:00,-0.044
2025-02-06 21:30:00,0.136
2025-02-06 21:45:00,-0.29
2025-02-06 22:00:00,0.145
2025-02-06 22:15:00,-0.034
2025-02-06 22:30:00,0.385
2025-02-06 22:45:00,0.207
2025-02-06 23:00:00,0.328
2025-02-06 23:15:00,0.481
2025-02-06 23:30:00,0.133
2025-02-06 23:45:00,0.293
2025-02-07 00:00:00,0.232
2025-02-07 00:15:00,0.0850
2025-02-07 00:30:00,0.254
2025-02-07 00:45:00,-0.054
2025-02-07 01:00:00,0.478
2025-02-07 01:15:00,0.254
2025-02-07 01:30:00,0.723
2025-02-07 01:45:00,0.0145
2025-02-07 02:00:00,-0.053
2025-02-07 02:15:00,-0.28
2025-02-07 02:30:00,-0.23
2025-02-07 02:45:00,-0.094
2025-02-07 03:00:00,0.274
2025-02-07 03:15:00,0.171
2025-02-07 03:30:00,-0.073
2025-02-07 03:45:00,0.118
2025-02-07 04:00:00,0.428
2025-02-07 04:15:00,0.103
2025-02-07 04:30:00,0.339
2025-02-07 04:45:00,0.281
2025-02-07 05:00:00,0.0177
2025-02-07 05:15:00,-0.29
2025-02-07 05:30:00,-0.23
2025-02-07 05:45:00,-0.062
2025-02-07 06:00:00,0.172
2025-02-07 06:15:00,-0.047
2025-02-07 06:30:00,-0.23
2025-02-07 06:45:00,-0.35
2025-02-07 07:00:00,-0.33
2025-02-07 07:15:00,-0.25
2025-02-07 07:30:00,-0.31
2025-02-07 07:45:00,-0.020
2025-02-07 08:00:00,-0.46
2025-02-07 08:15:00,-0.52
2025-02-07 08:30:00,0.364
2025-02-07 08:45:00,0.0163
2025-02-07 09:00:00,0.167
2025-02-07 09:15:00,1.28
2025-02-07 09:30:00,0.618
2025-02-07 09:45:00,0.668
2025-02-07 10:00:00,0.496
2025-02-07 10:15:00,0.341
2025-02-07 10:30:00,-0.37
2025-02-07 10:45:00,-0.67
2025-02-07 11:00:00,0.0914
2025-02-07 11:15:00,-0.17
2025-02-07 11:30:00,0.254
